codigo;descricao;fabricacao;bitola;unidade 
LQ-09-08;SAÍDA VERTICAL, DE LEITO PARA ELETRODUTO, TIPO LEVE-E, FABRICADA EM FIBRA DE VIDRO PELO PROCESSO DE PULTRUSÃO EM RESINA ESTERVINÍLICA AUTO-EXTINGUÍVEL;COGUMELO OU SIMILAR;"3""";pç 
LQ-09-09;SAÍDA VERTICAL, DE LEITO PARA ELETRODUTO, TIPO LEVE-E, FABRICADA EM FIBRA DE VIDRO PELO PROCESSO DE PULTRUSÃO EM RESINA ESTERVINÍLICA AUTO-EXTINGUÍVEL;COGUMELO OU SIMILAR;"4""";pç 
RB-11-51;SAPATILHA, FABRICADA EM  LIGA DE ALUMÍNIO DE ALTA RESISTÊNCIA MECÂNICA.;FORJASUL OU SIMILAR;;pç 
RC-09-52;SELA PARA CRUZETA, FABRICADA EM  LIGA DE ALUMÍNIO DE ALTA RESISTÊNCIA MECÂNICA.;FORJASUL OU SIMILAR;110x116mm;pç 
LP-12-03;SEPTO DIVISOR PARA LEITO PARA CABOS, TIPO LEVE-E, FABRICADO EM FIBRA DE VIDRO PELO PROCESSO DE PULTRUSÃO EM RESINA ESTERVINÍLICA AUTO-EXTINGUÍVEL, FORNECIDO EM PEÇA DE 3 METROS. ALTURA = 65 mm.;COGUMELO OU SIMILAR;ALTURA = 65 mm;pç 
LH-12-81;SEPTO DIVISOR, PARA LEITO COM LONGARINAS DE 100mm E 3 METROS DE COMPRIMENTO, EM AÇO GALVANIZAÇÃO ELETROLÍTICA.;POLEODUTO OU SIMILAR;;pç 
LD-12-81;SEPTO DIVISOR, PARA LEITO COM LONGARINAS DE 100mm E 3 METROS DE COMPRIMENTO, EM AÇO GALVANIZADO A FOGO.;POLEODUTO OU SIMILAR;;pç 
QC-19-BA;SUPORTE TIPO OMEGA PARA FIXAÇÃO DE PERFILADO, GALVANIZAÇÃO ELETROLÍTICA, ALTURA 100mm.;POLEODUTO OU SIMILAR ;38 x 19mm;pç 
QC-19-BB;SUPORTE TIPO OMEGA PARA FIXAÇÃO DE PERFILADO, GALVANIZAÇÃO ELETROLÍTICA, ALTURA 150mm.;POLEODUTO OU SIMILAR ;38 x 38mm;pç 
IJ-12-02;SUPORTE PARA 01 LUMINÁRIA, FABRICADO EM AÇO SAE-1020, ACABAMENTO GALVANIZADO A FOGO, PARA INSTALAÇÃO EM TOPO DE POSTE DE AÇO RETO DE DIÂMETRO 60MM, E ENCAIXE DE LUMINÁRIAS DE DIÂMETRO 60,3MM.;TROPICO OU SIMILAR;;pç 
IJ-12-03;SUPORTE PARA 02 LUMINÁRIAS, FABRICADO EM AÇO SAE-1020, ACABAMENTO GALVANIZADO A FOGO, PARA INSTALAÇÃO EM TOPO DE POSTE DE AÇO RETO DE DIÂMETRO 60MM, E ENCAIXE DE LUMINÁRIAS DE DIÂMETRO 60,3MM.;TROPICO OU SIMILAR;;pç 
IJ-12-04;SUPORTE PARA 04 LUMINÁRIAS, FABRICADO EM AÇO SAE-1020, ACABAMENTO GALVANIZADO A FOGO, PARA INSTALAÇÃO EM TOPO DE POSTE DE AÇO RETO DE DIÂMETRO 60MM, E ENCAIXE DE LUMINÁRIAS DE DIÂMETRO 60,3MM.;TROPICO OU SIMILAR;;pç 
LD-04-81;SUPORTE PARA PAINEL DE COMANDO LOCAL, FABRICADO E FORNECIDO CONFORME DETALHE TÍPICO DE4-003.;;;cj 
LD-04-82;SUPORTE PARA 01 LEITO DE CABOS, FABRICADO E FORNECIDO CONFORME DETALHE TÍPICO DE4-007.;;;cj 
LD-04-83;SUPORTE PARA 02 LEITOS DE CABOS, FABRICADO E FORNECIDO CONFORME DETALHE TÍPICO DE4-007.;;;cj 
LD-04-84;SUPORTE PARA 03 LEITOS DE CABOS, FABRICADO E FORNECIDO CONFORME DETALHE TÍPICO DE4-007.;;;cj 
LD-04-85;SUPORTE PARA 04 LEITOS DE CABOS, FABRICADO E FORNECIDO CONFORME DETALHE TÍPICO DE4-007.;;;cj 
LD-04-86;SUPORTE PARA 05 LEITOS DE CABOS, FABRICADO E FORNECIDO CONFORME DETALHE TÍPICO DE4-007.;;;cj 
QC-13-81;SUSPENCAO GANCHO CURTO PARA INSTALAÇAO PENDENTE DE LUMINÁRIA FLUORESCENTE, FABRICADO EM CHAPA DE AÇO GALVANIZAÇÃO ELETROLÍTICA.;POLEODUTO OU SIMILAR ;;pç 
QC-13-82;SUSPENCAO GANCHO CURTO PARA INSTALAÇAO PENDENTE DE LUMINÁRIA FLUORESCENTE, FABRICADO EM CHAPA DE AÇO GALVANOZADA A FOGO;POLEODUTO OU SIMILAR ;;pç 
IJ-03-01;"SUSPENSÃO ANTI-VIBRATÓRIA, COMPOSTA DE CORPO E CONTRA-CORPO FABRICADOS EM LIGA DE ALUMÍNIO FUNDIDO COM ACABAMENTO ANTICORROSIVO NA COR CINZA TEXTURIZADO. CONTRA-CORPO COM MOLA INTERNA, PARAFAFUSO E ARRUELA EM AÇO INOX AISI 304. 3/4"".";NUTSTEEL OU SIMILAR;"1/2"" x 3/4"" BSP";pç 
IJ-03-02;SUSPENSÃO ANTI-VIBRATÓRIA, COMPOSTA DE CORPO E CONTRA-CORPO FABRICADOS EM LIGA DE ALUMÍNIO FUNDIDO COM ACABAMENTO ANTICORROSIVO NA COR CINZA TEXTURIZADO. CONTRA-CORPO COM MOLA INTERNA, PARAFAFUSO E ARRUELA EM AÇO INOX AISI 304. ;NUTSTEEL OU SIMILAR;"3/4"" x 3/4"" BSP";pç 
IJ-07-01;SUSPENSÃO ARTICULADA E ANTI-VIBRATÓRIA, FABRICADA EM LIGA DE ALUMÍNIO FUNDIDO COM REVESTIMENTO ANTICORROSIVO NA COR CINZA TEXTURIZADO. CORPO COM TOMADA 2P+T-15A-380V, CONTRA-CORPO COM MOLA INTERNA, FORNECIDO COM PLUG.;NUTSTEEL OU SIMILAR;"1/2"" x 3/4"" BSP";pç 
IJ-07-02;SUSPENSÃO ARTICULADA E ANTI-VIBRATÓRIA, FABRICADA EM LIGA DE ALUMÍNIO FUNDIDO COM REVESTIMENTO ANTICORROSIVO NA COR CINZA TEXTURIZADO. CORPO COM TOMADA 2P+T-15A-380V, CONTRA-CORPO COM MOLA INTERNA, FORNECIDO COM PLUG.;NUTSTEEL OU SIMILAR;"3/4"" x 3/4"" BSP";pç 
QC-23-81;SUSPENSÃO PARA TIRANTE (CANTONEIRA Z), FABRICADO CHAPA DE AÇO GALVANIZAÇÃO ELETROLÍTICA.;POLEODUTO OU SIMILAR ;"1/4""";pç 
QC-23-82;SUSPENSÃO PARA TIRANTE (CANTONEIRA Z), FABRICADO CHAPA DE AÇO GALVANIZADO A FOGO.;POLEODUTO OU SIMILAR ;"1/4""";pç 
LN-18-DE;TAMPA COM INCLINAÇÃO STANDARD PARA JUNÇÃO À DIREITA 90º, TIPO LEVE-E, FABRICADA EM FIBRA DE VIDRO PELO PROCESSO DE PULTRUSÃO EM RESINA ESTERVINÍLICA AUTO-EXTINGUÍVEL, COM ABAS VOLTADAS PARA DENTRO. (LARGURA=L, RAIO=R);COGUMELO OU SIMILAR;L=400 mm R=300mm;pç 
LN-18-FE;TAMPA COM INCLINAÇÃO STANDARD PARA JUNÇÃO À DIREITA 90º, TIPO LEVE-E, FABRICADA EM FIBRA DE VIDRO PELO PROCESSO DE PULTRUSÃO EM RESINA ESTERVINÍLICA AUTO-EXTINGUÍVEL, COM ABAS VOLTADAS PARA DENTRO. (LARGURA=L, RAIO=R);COGUMELO OU SIMILAR;L=600 mm R=300mm;pç 
LN-18-IE;TAMPA COM INCLINAÇÃO STANDARD PARA JUNÇÃO À DIREITA 90º, TIPO LEVE-E, FABRICADA EM FIBRA DE VIDRO PELO PROCESSO DE PULTRUSÃO EM RESINA ESTERVINÍLICA AUTO-EXTINGUÍVEL, COM ABAS VOLTADAS PARA DENTRO. (LARGURA=L, RAIO=R);COGUMELO OU SIMILAR;L=800 mm R=300mm;pç 
LN-28-DE;TAMPA COM INCLINAÇÃO STANDARD PARA JUNÇÃO À DIREITA 90º, TIPO LEVE-E, FABRICADA EM FIBRA DE VIDRO PELO PROCESSO DE PULTRUSÃO EM RESINA ESTERVINÍLICA AUTO-EXTINGUÍVEL, COM ABAS VOLTADAS PARA DENTRO. (LARGURA=L, RAIO=R);COGUMELO OU SIMILAR;L=400 mm R=600mm;pç 
LN-28-FE;TAMPA COM INCLINAÇÃO STANDARD PARA JUNÇÃO À DIREITA 90º, TIPO LEVE-E, FABRICADA EM FIBRA DE VIDRO PELO PROCESSO DE PULTRUSÃO EM RESINA ESTERVINÍLICA AUTO-EXTINGUÍVEL, COM ABAS VOLTADAS PARA DENTRO. (LARGURA=L, RAIO=R);COGUMELO OU SIMILAR;L=600 mm R=600mm;pç 
LN-28-IE;TAMPA COM INCLINAÇÃO STANDARD PARA JUNÇÃO À DIREITA 90º, TIPO LEVE-E, FABRICADA EM FIBRA DE VIDRO PELO PROCESSO DE PULTRUSÃO EM RESINA ESTERVINÍLICA AUTO-EXTINGUÍVEL, COM ABAS VOLTADAS PARA DENTRO. (LARGURA=L, RAIO=R);COGUMELO OU SIMILAR;L=800 mm R=600mm;pç 
LN-19-DE;TAMPA COM INCLINAÇÃO STANDARD PARA JUNÇÃO À ESQUERDA 90º, TIPO LEVE-E, FABRICADA EM FIBRA DE VIDRO PELO PROCESSO DE PULTRUSÃO EM RESINA ESTERVINÍLICA AUTO-EXTINGUÍVEL, COM ABAS VOLTADAS PARA DENTRO. (LARGURA=L, RAIO=R);COGUMELO OU SIMILAR;L=400 mm R=300mm;pç 
LN-19-FE;TAMPA COM INCLINAÇÃO STANDARD PARA JUNÇÃO À ESQUERDA 90º, TIPO LEVE-E, FABRICADA EM FIBRA DE VIDRO PELO PROCESSO DE PULTRUSÃO EM RESINA ESTERVINÍLICA AUTO-EXTINGUÍVEL, COM ABAS VOLTADAS PARA DENTRO. (LARGURA=L, RAIO=R);COGUMELO OU SIMILAR;L=600 mm R=300mm;pç 
LN-19-IE;TAMPA COM INCLINAÇÃO STANDARD PARA JUNÇÃO À ESQUERDA 90º, TIPO LEVE-E, FABRICADA EM FIBRA DE VIDRO PELO PROCESSO DE PULTRUSÃO EM RESINA ESTERVINÍLICA AUTO-EXTINGUÍVEL, COM ABAS VOLTADAS PARA DENTRO. (LARGURA=L, RAIO=R);COGUMELO OU SIMILAR;L=800 mm R=300mm;pç 
LN-29-DE;TAMPA COM INCLINAÇÃO STANDARD PARA JUNÇÃO À ESQUERDA 90º, TIPO LEVE-E, FABRICADA EM FIBRA DE VIDRO PELO PROCESSO DE PULTRUSÃO EM RESINA ESTERVINÍLICA AUTO-EXTINGUÍVEL, COM ABAS VOLTADAS PARA DENTRO. (LARGURA=L, RAIO=R);COGUMELO OU SIMILAR;L=400 mm R=600mm;pç 
LN-29-FE;TAMPA COM INCLINAÇÃO STANDARD PARA JUNÇÃO À ESQUERDA 90º, TIPO LEVE-E, FABRICADA EM FIBRA DE VIDRO PELO PROCESSO DE PULTRUSÃO EM RESINA ESTERVINÍLICA AUTO-EXTINGUÍVEL, COM ABAS VOLTADAS PARA DENTRO. (LARGURA=L, RAIO=R);COGUMELO OU SIMILAR;L=600 mm R=600mm;pç 
LN-29-IE;TAMPA COM INCLINAÇÃO STANDARD PARA JUNÇÃO À ESQUERDA 90º, TIPO LEVE-E, FABRICADA EM FIBRA DE VIDRO PELO PROCESSO DE PULTRUSÃO EM RESINA ESTERVINÍLICA AUTO-EXTINGUÍVEL, COM ABAS VOLTADAS PARA DENTRO. (LARGURA=L, RAIO=R);COGUMELO OU SIMILAR;L=800 mm R=600mm;pç 
LO-01-TA;TAMPA COM INCLINAÇÃO STANDARD, PARA COTOVELO RETO 90º TIPO LEVE-E, COM ABAS VOLTADAS PARA DENTRO, FABRICADA EM FIBRA DE VIDRO PELO PROCESSO DE PULTRUSÃO EM RESINA ESTERVINÍLICA AUTO-EXTINGUÍVEL. (LARGURA=L);COGUMELO OU SIMILAR;L=200 mm;pç 
LO-01-TC;TAMPA COM INCLINAÇÃO STANDARD, PARA COTOVELO RETO 90º TIPO LEVE-E, COM ABAS VOLTADAS PARA DENTRO, FABRICADA EM FIBRA DE VIDRO PELO PROCESSO DE PULTRUSÃO EM RESINA ESTERVINÍLICA AUTO-EXTINGUÍVEL. (LARGURA=L);COGUMELO OU SIMILAR;L=300 mm;pç 
LO-01-TD;TAMPA COM INCLINAÇÃO STANDARD, PARA COTOVELO RETO 90º TIPO LEVE-E, COM ABAS VOLTADAS PARA DENTRO, FABRICADA EM FIBRA DE VIDRO PELO PROCESSO DE PULTRUSÃO EM RESINA ESTERVINÍLICA AUTO-EXTINGUÍVEL. (LARGURA=L);COGUMELO OU SIMILAR;L=400 mm;pç 
LO-01-TE;TAMPA COM INCLINAÇÃO STANDARD, PARA COTOVELO RETO 90º TIPO LEVE-E, COM ABAS VOLTADAS PARA DENTRO, FABRICADA EM FIBRA DE VIDRO PELO PROCESSO DE PULTRUSÃO EM RESINA ESTERVINÍLICA AUTO-EXTINGUÍVEL. (LARGURA=L);COGUMELO OU SIMILAR;L=500 mm;pç 
LO-01-TF;TAMPA COM INCLINAÇÃO STANDARD, PARA COTOVELO RETO 90º TIPO LEVE-E, COM ABAS VOLTADAS PARA DENTRO, FABRICADA EM FIBRA DE VIDRO PELO PROCESSO DE PULTRUSÃO EM RESINA ESTERVINÍLICA AUTO-EXTINGUÍVEL. (LARGURA=L);COGUMELO OU SIMILAR;L=600 mm;pç 
LO-01-TI;TAMPA COM INCLINAÇÃO STANDARD, PARA COTOVELO RETO 90º TIPO LEVE-E, COM ABAS VOLTADAS PARA DENTRO, FABRICADA EM FIBRA DE VIDRO PELO PROCESSO DE PULTRUSÃO EM RESINA ESTERVINÍLICA AUTO-EXTINGUÍVEL. (LARGURA=L);COGUMELO OU SIMILAR;L=800 mm;pç 
LN-06-TA;TAMPA COM INCLINAÇÃO STANDARD, PARA CRUZETA RETA HORIZONTAL 90º TIPO LEVE-E, COM ABAS VOLTADAS PARA DENTRO, FABRICADA EM FIBRA DE VIDRO PELO PROCESSO DE PULTRUSÃO EM RESINA ESTERVINÍLICA AUTO-EXTINGUÍVEL. (LARGURA=L);COGUMELO OU SIMILAR;L=200 mm;pç 
LN-06-TC;TAMPA COM INCLINAÇÃO STANDARD, PARA CRUZETA RETA HORIZONTAL 90º TIPO LEVE-E, COM ABAS VOLTADAS PARA DENTRO, FABRICADA EM FIBRA DE VIDRO PELO PROCESSO DE PULTRUSÃO EM RESINA ESTERVINÍLICA AUTO-EXTINGUÍVEL. (LARGURA=L);COGUMELO OU SIMILAR;L=300 mm;pç 
LN-06-TD;TAMPA COM INCLINAÇÃO STANDARD, PARA CRUZETA RETA HORIZONTAL 90º TIPO LEVE-E, COM ABAS VOLTADAS PARA DENTRO, FABRICADA EM FIBRA DE VIDRO PELO PROCESSO DE PULTRUSÃO EM RESINA ESTERVINÍLICA AUTO-EXTINGUÍVEL. (LARGURA=L);COGUMELO OU SIMILAR;L=400 mm;pç 
LN-06-TE;TAMPA COM INCLINAÇÃO STANDARD, PARA CRUZETA RETA HORIZONTAL 90º TIPO LEVE-E, COM ABAS VOLTADAS PARA DENTRO, FABRICADA EM FIBRA DE VIDRO PELO PROCESSO DE PULTRUSÃO EM RESINA ESTERVINÍLICA AUTO-EXTINGUÍVEL. (LARGURA=L);COGUMELO OU SIMILAR;L=500 mm;pç 
LN-06-TF;TAMPA COM INCLINAÇÃO STANDARD, PARA CRUZETA RETA HORIZONTAL 90º TIPO LEVE-E, COM ABAS VOLTADAS PARA DENTRO, FABRICADA EM FIBRA DE VIDRO PELO PROCESSO DE PULTRUSÃO EM RESINA ESTERVINÍLICA AUTO-EXTINGUÍVEL. (LARGURA=L);COGUMELO OU SIMILAR;L=600 mm;pç 
LN-06-TI;TAMPA COM INCLINAÇÃO STANDARD, PARA CRUZETA RETA HORIZONTAL 90º TIPO LEVE-E, COM ABAS VOLTADAS PARA DENTRO, FABRICADA EM FIBRA DE VIDRO PELO PROCESSO DE PULTRUSÃO EM RESINA ESTERVINÍLICA AUTO-EXTINGUÍVEL. (LARGURA=L);COGUMELO OU SIMILAR;L=800 mm;pç 
LM-04-TA;TAMPA COM INCLINAÇÃO STANDARD, PARA CURVA HORIZONTAL 45º TIPO LEVE-E, COM ABAS VOLTADAS PARA DENTRO, FABRICADA EM FIBRA DE VIDRO PELO PROCESSO DE PULTRUSÃO EM RESINA ESTERVINÍLICA AUTO-EXTINGUÍVEL. (LARGURA=L);COGUMELO OU SIMILAR;L=200 mm R=300mm;pç 
LM-04-TC;TAMPA COM INCLINAÇÃO STANDARD, PARA CURVA HORIZONTAL 45º TIPO LEVE-E, COM ABAS VOLTADAS PARA DENTRO, FABRICADA EM FIBRA DE VIDRO PELO PROCESSO DE PULTRUSÃO EM RESINA ESTERVINÍLICA AUTO-EXTINGUÍVEL. (LARGURA=L);COGUMELO OU SIMILAR;L=300 mm R=300mm;pç 
LM-04-TD;TAMPA COM INCLINAÇÃO STANDARD, PARA CURVA HORIZONTAL 45º TIPO LEVE-E, COM ABAS VOLTADAS PARA DENTRO, FABRICADA EM FIBRA DE VIDRO PELO PROCESSO DE PULTRUSÃO EM RESINA ESTERVINÍLICA AUTO-EXTINGUÍVEL. (LARGURA=L);COGUMELO OU SIMILAR;L=400 mm R=300mm;pç 
LM-04-TE;TAMPA COM INCLINAÇÃO STANDARD, PARA CURVA HORIZONTAL 45º TIPO LEVE-E, COM ABAS VOLTADAS PARA DENTRO, FABRICADA EM FIBRA DE VIDRO PELO PROCESSO DE PULTRUSÃO EM RESINA ESTERVINÍLICA AUTO-EXTINGUÍVEL. (LARGURA=L);COGUMELO OU SIMILAR;L=500 mm R=300mm;pç 
LM-04-TF;TAMPA COM INCLINAÇÃO STANDARD, PARA CURVA HORIZONTAL 45º TIPO LEVE-E, COM ABAS VOLTADAS PARA DENTRO, FABRICADA EM FIBRA DE VIDRO PELO PROCESSO DE PULTRUSÃO EM RESINA ESTERVINÍLICA AUTO-EXTINGUÍVEL. (LARGURA=L);COGUMELO OU SIMILAR;L=600 mm R=300mm;pç 
LM-04-TI;TAMPA COM INCLINAÇÃO STANDARD, PARA CURVA HORIZONTAL 45º TIPO LEVE-E, COM ABAS VOLTADAS PARA DENTRO, FABRICADA EM FIBRA DE VIDRO PELO PROCESSO DE PULTRUSÃO EM RESINA ESTERVINÍLICA AUTO-EXTINGUÍVEL. (LARGURA=L);COGUMELO OU SIMILAR;L=800 mm R=300mm;pç 
LM-14-TA;TAMPA COM INCLINAÇÃO STANDARD, PARA CURVA HORIZONTAL 45º TIPO LEVE-E, COM ABAS VOLTADAS PARA DENTRO, FABRICADA EM FIBRA DE VIDRO PELO PROCESSO DE PULTRUSÃO EM RESINA ESTERVINÍLICA AUTO-EXTINGUÍVEL. (LARGURA=L);COGUMELO OU SIMILAR;L=200 mm R=600mm;pç 
LM-14-TC;TAMPA COM INCLINAÇÃO STANDARD, PARA CURVA HORIZONTAL 45º TIPO LEVE-E, COM ABAS VOLTADAS PARA DENTRO, FABRICADA EM FIBRA DE VIDRO PELO PROCESSO DE PULTRUSÃO EM RESINA ESTERVINÍLICA AUTO-EXTINGUÍVEL. (LARGURA=L);COGUMELO OU SIMILAR;L=300 mm R=600mm;pç 
LM-14-TD;TAMPA COM INCLINAÇÃO STANDARD, PARA CURVA HORIZONTAL 45º TIPO LEVE-E, COM ABAS VOLTADAS PARA DENTRO, FABRICADA EM FIBRA DE VIDRO PELO PROCESSO DE PULTRUSÃO EM RESINA ESTERVINÍLICA AUTO-EXTINGUÍVEL. (LARGURA=L);COGUMELO OU SIMILAR;L=400 mm R=600mm;pç 
LM-14-TE;TAMPA COM INCLINAÇÃO STANDARD, PARA CURVA HORIZONTAL 45º TIPO LEVE-E, COM ABAS VOLTADAS PARA DENTRO, FABRICADA EM FIBRA DE VIDRO PELO PROCESSO DE PULTRUSÃO EM RESINA ESTERVINÍLICA AUTO-EXTINGUÍVEL. (LARGURA=L);COGUMELO OU SIMILAR;L=500 mm R=600mm;pç 
LM-14-TF;TAMPA COM INCLINAÇÃO STANDARD, PARA CURVA HORIZONTAL 45º TIPO LEVE-E, COM ABAS VOLTADAS PARA DENTRO, FABRICADA EM FIBRA DE VIDRO PELO PROCESSO DE PULTRUSÃO EM RESINA ESTERVINÍLICA AUTO-EXTINGUÍVEL. (LARGURA=L);COGUMELO OU SIMILAR;L=600 mm R=600mm;pç 
LM-14-TI;TAMPA COM INCLINAÇÃO STANDARD, PARA CURVA HORIZONTAL 45º TIPO LEVE-E, COM ABAS VOLTADAS PARA DENTRO, FABRICADA EM FIBRA DE VIDRO PELO PROCESSO DE PULTRUSÃO EM RESINA ESTERVINÍLICA AUTO-EXTINGUÍVEL. (LARGURA=L);COGUMELO OU SIMILAR;L=800 mm R=600mm;pç 
LM-07-TA;TAMPA COM INCLINAÇÃO STANDARD, PARA CURVA HORIZONTAL 90º TIPO LEVE-E, COM ABAS VOLTADAS PARA DENTRO, FABRICADA EM FIBRA DE VIDRO PELO PROCESSO DE PULTRUSÃO EM RESINA ESTERVINÍLICA AUTO-EXTINGUÍVEL. (LARGURA=L);COGUMELO OU SIMILAR;L=200 mm R=300mm;pç 
LM-07-TC;TAMPA COM INCLINAÇÃO STANDARD, PARA CURVA HORIZONTAL 90º TIPO LEVE-E, COM ABAS VOLTADAS PARA DENTRO, FABRICADA EM FIBRA DE VIDRO PELO PROCESSO DE PULTRUSÃO EM RESINA ESTERVINÍLICA AUTO-EXTINGUÍVEL. (LARGURA=L);COGUMELO OU SIMILAR;L=300 mm R=300mm;pç 
LM-07-TD;TAMPA COM INCLINAÇÃO STANDARD, PARA CURVA HORIZONTAL 90º TIPO LEVE-E, COM ABAS VOLTADAS PARA DENTRO, FABRICADA EM FIBRA DE VIDRO PELO PROCESSO DE PULTRUSÃO EM RESINA ESTERVINÍLICA AUTO-EXTINGUÍVEL. (LARGURA=L);COGUMELO OU SIMILAR;L=400 mm R=300mm;pç 
LM-07-TE;TAMPA COM INCLINAÇÃO STANDARD, PARA CURVA HORIZONTAL 90º TIPO LEVE-E, COM ABAS VOLTADAS PARA DENTRO, FABRICADA EM FIBRA DE VIDRO PELO PROCESSO DE PULTRUSÃO EM RESINA ESTERVINÍLICA AUTO-EXTINGUÍVEL. (LARGURA=L);COGUMELO OU SIMILAR;L=500 mm R=300mm;pç 
LM-07-TF;TAMPA COM INCLINAÇÃO STANDARD, PARA CURVA HORIZONTAL 90º TIPO LEVE-E, COM ABAS VOLTADAS PARA DENTRO, FABRICADA EM FIBRA DE VIDRO PELO PROCESSO DE PULTRUSÃO EM RESINA ESTERVINÍLICA AUTO-EXTINGUÍVEL. (LARGURA=L);COGUMELO OU SIMILAR;L=600 mm R=300mm;pç 
LM-07-TI;TAMPA COM INCLINAÇÃO STANDARD, PARA CURVA HORIZONTAL 90º TIPO LEVE-E, COM ABAS VOLTADAS PARA DENTRO, FABRICADA EM FIBRA DE VIDRO PELO PROCESSO DE PULTRUSÃO EM RESINA ESTERVINÍLICA AUTO-EXTINGUÍVEL. (LARGURA=L);COGUMELO OU SIMILAR;L=800 mm R=300mm;pç 
LM-17-TA;TAMPA COM INCLINAÇÃO STANDARD, PARA CURVA HORIZONTAL 90º TIPO LEVE-E, COM ABAS VOLTADAS PARA DENTRO, FABRICADA EM FIBRA DE VIDRO PELO PROCESSO DE PULTRUSÃO EM RESINA ESTERVINÍLICA AUTO-EXTINGUÍVEL. (LARGURA=L);COGUMELO OU SIMILAR;L=200 mm R=600mm;pç 
LM-17-TC;TAMPA COM INCLINAÇÃO STANDARD, PARA CURVA HORIZONTAL 90º TIPO LEVE-E, COM ABAS VOLTADAS PARA DENTRO, FABRICADA EM FIBRA DE VIDRO PELO PROCESSO DE PULTRUSÃO EM RESINA ESTERVINÍLICA AUTO-EXTINGUÍVEL. (LARGURA=L);COGUMELO OU SIMILAR;L=300 mm R=600mm;pç 
LM-17-TD;TAMPA COM INCLINAÇÃO STANDARD, PARA CURVA HORIZONTAL 90º TIPO LEVE-E, COM ABAS VOLTADAS PARA DENTRO, FABRICADA EM FIBRA DE VIDRO PELO PROCESSO DE PULTRUSÃO EM RESINA ESTERVINÍLICA AUTO-EXTINGUÍVEL. (LARGURA=L);COGUMELO OU SIMILAR;L=400 mm R=600mm;pç 
LM-17-TE;TAMPA COM INCLINAÇÃO STANDARD, PARA CURVA HORIZONTAL 90º TIPO LEVE-E, COM ABAS VOLTADAS PARA DENTRO, FABRICADA EM FIBRA DE VIDRO PELO PROCESSO DE PULTRUSÃO EM RESINA ESTERVINÍLICA AUTO-EXTINGUÍVEL. (LARGURA=L);COGUMELO OU SIMILAR;L=500 mm R=600mm;pç 
LM-17-TF;TAMPA COM INCLINAÇÃO STANDARD, PARA CURVA HORIZONTAL 90º TIPO LEVE-E, COM ABAS VOLTADAS PARA DENTRO, FABRICADA EM FIBRA DE VIDRO PELO PROCESSO DE PULTRUSÃO EM RESINA ESTERVINÍLICA AUTO-EXTINGUÍVEL. (LARGURA=L);COGUMELO OU SIMILAR;L=600 mm R=600mm;pç 
LM-17-TI;TAMPA COM INCLINAÇÃO STANDARD, PARA CURVA HORIZONTAL 90º TIPO LEVE-E, COM ABAS VOLTADAS PARA DENTRO, FABRICADA EM FIBRA DE VIDRO PELO PROCESSO DE PULTRUSÃO EM RESINA ESTERVINÍLICA AUTO-EXTINGUÍVEL. (LARGURA=L);COGUMELO OU SIMILAR;L=800 mm R=600mm;pç 
LM-20-TA;TAMPA COM INCLINAÇÃO STANDARD, PARA CURVA VERTICAL DE INVERSÃO 90º TIPO LEVE-E, COM ABAS VOLTADAS PARA DENTRO, FABRICADA EM FIBRA DE VIDRO PELO PROCESSO DE PULTRUSÃO EM RESINA ESTERVINÍLICA AUTO-EXTINGUÍVEL. (LARGURA=L);COGUMELO OU SIMILAR;L=200 mm R=300mm;pç 
LM-20-TC;TAMPA COM INCLINAÇÃO STANDARD, PARA CURVA VERTICAL DE INVERSÃO 90º TIPO LEVE-E, COM ABAS VOLTADAS PARA DENTRO, FABRICADA EM FIBRA DE VIDRO PELO PROCESSO DE PULTRUSÃO EM RESINA ESTERVINÍLICA AUTO-EXTINGUÍVEL. (LARGURA=L);COGUMELO OU SIMILAR;L=300 mm R=300mm;pç 
LM-20-TD;TAMPA COM INCLINAÇÃO STANDARD, PARA CURVA VERTICAL DE INVERSÃO 90º TIPO LEVE-E, COM ABAS VOLTADAS PARA DENTRO, FABRICADA EM FIBRA DE VIDRO PELO PROCESSO DE PULTRUSÃO EM RESINA ESTERVINÍLICA AUTO-EXTINGUÍVEL. (LARGURA=L);COGUMELO OU SIMILAR;L=400 mm R=300mm;pç 
LM-20-TE;TAMPA COM INCLINAÇÃO STANDARD, PARA CURVA VERTICAL DE INVERSÃO 90º TIPO LEVE-E, COM ABAS VOLTADAS PARA DENTRO, FABRICADA EM FIBRA DE VIDRO PELO PROCESSO DE PULTRUSÃO EM RESINA ESTERVINÍLICA AUTO-EXTINGUÍVEL. (LARGURA=L);COGUMELO OU SIMILAR;L=500 mm R=300mm;pç 
LM-20-TF;TAMPA COM INCLINAÇÃO STANDARD, PARA CURVA VERTICAL DE INVERSÃO 90º TIPO LEVE-E, COM ABAS VOLTADAS PARA DENTRO, FABRICADA EM FIBRA DE VIDRO PELO PROCESSO DE PULTRUSÃO EM RESINA ESTERVINÍLICA AUTO-EXTINGUÍVEL. (LARGURA=L);COGUMELO OU SIMILAR;L=600 mm R=300mm;pç 
